Index,Contract_Execution_Date,PMT_No.,Item_No,Sales_Contract_No.,Contract/Spot,Sold_to_Customer_Name,Sold_to_Customer_Code,Customer_Type,Customer_Industry,Grade,Material,Payment_Term,Incoterm,Country,Destination_Port,City_State,Shipping_Condition,Export/Domestic,Cross_Boarder,Plant,RETA,BL_Date,EXCHANGE_RATE,QUANTITY,UOM,Currency,FLOOR_PRICE,NORMALISED_INVOICE_PRICE,REFERENCE_MARKET_PRICE,Price_Premium,PRODUCTBASEPRICE,GRADEALPHA,INVOICEPRICE
1098,9/19/2019,QTN-0000026988-1,1,30024368,QUOTATION,BETAFOAM CORPORATION,8010000645,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.18,49.5,MT,USD,910,1066,1022,44,950,20,1070
1099,10/22/2019,QTN-0000027519-1,1,30024909,QUOTATION,BILLION SHINE INTERNATIONAL LIMITED,8010007602,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Hong Kong,HKHKG HONG KONG PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.19,35,MT,USD,870,960,971.25,-11.25,950,-40,960
1100,10/22/2019,QTN-0000027544-1,1,30024908,QUOTATION,"SHENZHEN JUYI FII CO., LTD.",8010005397,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.19,35,MT,USD,870,960,902.5,57.5,950,-40,960
1101,10/4/2019,QTN-0000027280-1,1,30024623,QUOTATION,UNIPLAST POLYMERS SDN BHD,8010001505,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.19,22,MT,USD,930,995,971.25,23.75,950,20,1015
1102,10/31/2019,QTN-0000027714-1,1,30025074,QUOTATION,THANTAWAN INDUSTRY PUBLIC,8010001458,End Customer,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,30.03,22,MT,USD,910,1070,971.25,98.75,950,45,1110
1103,7/8/2019,QTN-0000025777-1,1,30023110,QUOTATION,EURO PLAS-PACK INDUSTRIES,8010000793,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.16,13.75,MT,USD,1000,1086,1033.75,52.25,1020,20,1106
1104,12/4/2019,QTN-0000028133-1,1,30025799,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,ZM45,FOB,Pakistan,PKKHI KARACHI,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,0,17.5,MT,USD,790,900,871.25,28.75,830,0,900
1105,1/30/2020,QTN-0000029483-1,1,30026970,QUOTATION,WT PLASTIC PRODUCTS SDN BHD,8010001548,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,45,MT,USD,810,857.03157,837.5,19.53157,850,1.10033333333333,860.000333333333
1106,1/14/2020,QTN-0000029156-1,1,30026682,QUOTATION,PT. BERLINA TBK,8010001242,End Customer,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.14,35,MT,USD,860,950,926.66667,23.33333,900,0,950
1107,11/14/2019,QTN-0000027858-1,1,30025442,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,0,17.5,MT,USD,830,920,871.25,48.75,830,40,960
1108,1/14/2020,QTN-0000029147-1,1,30026683,QUOTATION,OPEC PLASTICS JOINT STOCK COMPANY,8010005346,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,LC60,FOB,Kenya,KENYA MAIN PORT(S),,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.14,74.25,MT,USD,750,825,808.33333,16.66667,790,5,825
1109,11/25/2019,QTN-0000028006-1,1,30025602,QUOTATION,SEACORP SDN. BHD.,8010005293,Distributor / Trader,Trading,C150Y,72000448,ZCBD,CFR,India,INNSA NHAVA SHEVA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,35,MT,USD,930,970,983.75,-13.75,930,40,1010
1110,1/10/2020,QTN-0000029113-1,1,30026592,QUOTATION,BILLION SHINE INTERNATIONAL LIMITED,8010007602,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Hong Kong,HKHKG HONG KONG PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.14,105,MT,USD,810,920,926.66667,-6.66666999999995,900,-50,920
1111,12/10/2019,QTN-0000028524-1,1,30026025,QUOTATION,ITOCHU MALAYSIA SDN BHD,8010007322,End Customer,Trading,C150Y,72000448,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYKD01 ALOR SETAR,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.18,66,MT,USD,860,1010,959,51,900,0,1010
1112,11/14/2019,QTN-0000027721-1,1,30025440,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,25.75,MT,USD,930,995,983.75,11.25,930,55,1050
1113,1/10/2020,QTN-0000029114-1,3,30026575,QUOTATION,KLANG HOCK PLASTIC INDUSTRIES,8010000979,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.12,22,MT,USD,780,775,801.66667,-26.66667,800,20,795
1114,5/6/2020,QTN-0000031295-1,1,30028804,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,105,MT,USD,786,757.23586,861.25,-104.01414,786,41.0174952380952,799.997495238095
1115,4/7/2020,QTN-0000030803-1,1,30028303,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.3,910,MT,USD,700,737.44343,821.25,-83.80657,765,-24.0420549450549,739.997945054945
1116,5/6/2020,QTN-0000031220-1,1,30028808,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.34,472.5,MT,USD,746,747.40846,764.375,-16.96654,786,1.01749417989417,749.997494179894
1117,5/14/2020,QTN-0000031395-1,1,30028981,QUOTATION,WIN LOONG SDN BHD,8010001544,Distributor / Trader,Mfg-Petroleum Prod,HD5201AA,72000539,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.34,44,MT,USD,660,738.40342,730,8.40341999999998,690,10,740
1118,5/8/2020,QTN-0000031344-1,1,30028865,QUOTATION,BEE LIAN PLASTIC INDUSTRIES BERHAD,8010000635,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.34,308,MT,USD,650,746.43652,730,16.43652,690,1.78643831168831,749.996438311688
1119,5/10/2020,QTN-0000031372-1,1,30028871,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,ZM60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.34,22,MT,USD,796,870.75444,861.25,9.50444000000005,786,52.1126363636363,895.002636363636
1120,5/18/2020,QTN-0000031554-1,1,30029053,QUOTATION,TYCOPLAS SDN. BHD.,8010001493,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.34,22.5,MT,USD,725,726.53562,721.25,5.28561999999999,765,1.98062222222222,730.000622222222
1121,4/7/2020,QTN-0000030682-1,1,30028288,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.3,25,MT,USD,786,844.22329,875,-30.77671,786,55,900
1122,5/12/2020,QTN-0000031364-1,1,30028914,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,262.5,MT,USD,786,777.16682,861.25,-84.08318,786,41.0174933333333,819.997493333333
1123,4/20/2020,QTN-0000031026-1,1,30028560,QUOTATION,"PROPLUS SOURCING CO., LTD.",8010001214,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT03,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.55,175,MT,USD,746,886.2984,945,-58.7016,786,5,885
1124,2/10/2020,QTN-0000029647-1,1,30027203,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT30SBLC,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.06,315,MT,USD,950,949.14562,951,-1.85437999999999,950,40,990
1125,5/4/2020,QTN-0000031233-1,1,30028723,QUOTATION,"SMART GAL ASSOCIATE CO., LTD.",8010007043,Distributor / Trader,Mfg-Others,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.3,140,MT,USD,746,874.24486,861.25,12.99486,786,5,875
1126,4/21/2020,QTN-0000031016-1,2,30028565,QUOTATION,OLEFIN CHEMICALS MARKETING INC.,8010001125,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.3,156,MT,USD,746,807.39808,945,-137.60192,786,15,810
1127,4/8/2020,QTN-0000030828-1,1,30028348,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT45SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.48,332.5,MT,USD,746,947.95034,945,2.95033999999998,786,5,950
1128,3/11/2020,QTN-0000030058-1,1,30027902,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,HD5301AA,72000544,ZM45,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,0,175,MT,USD,830,807.07019,852.5,-45.42981,830,41.0744514285714,850.004451428571
1129,4/7/2020,QTN-0000030791-1,1,30028284,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,HD5201AA,72000539,TT60,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M167,00:00.0,00:00.0,4.3,245,MT,USD,680,712.53383,827.5,-114.96617,690,30.9320530612244,715.002053061224
1130,4/8/2020,QTN-0000030826-1,3,30028344,QUOTATION,"PREMIUM PLAST CO., LTD",8010001205,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,TT30,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.48,17,MT,USD,776,955.17496,945,10.1749600000001,786,35,956
1131,4/8/2020,QTN-0000030827-1,1,30028347,QUOTATION,"SMART GAL ASSOCIATE CO., LTD.",8010007043,Distributor / Trader,Mfg-Others,C150Y,72000448,TT30SBLC,DDP,Thailand,THBKK BANGKOK,THBKK BANGKOK,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,32.48,35,MT,USD,746,954.17582,945,9.17582000000004,786,5,955
1132,6/4/2020,QTN-0000031784-1,1,30029318,QUOTATION,INTERCHEM PRIVATE LIMITED,8010000924,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,India,INCCU KOLKATA,,MARINE PACK,EXPORT,,M169,00:00.0,00:00.0,4.34,210,MT,USD,786,757.23409,848,-90.76591,746,40.9657142857142,799.995714285714
1133,8/9/2017,QTN-0000012145-1,1,30011013,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,289,MT,USD,1210,1202.14027,1200,2.1402700000001,1210,40,1240
1134,10/9/2017,QTN-0000013160-1,3,30011834,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,China,CNYTN YANTIAN,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.2,222.75,MT,USD,1250,1270.25589,1243,27.2558899999999,1290,21.6699304152637,1278.66993041526
1135,8/3/2017,QTN-0000012104-1,1,30010857,QUOTATION,PT. BUKITMEGA MASABADI,8010001217,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60SBLC,CFR,Indonesia,INDONESIA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,2030,MT,USD,1170,1175.87118,1200,-24.1288199999999,1210,16.5663699507389,1194.99636995073
1136,8/7/2017,QTN-0000012136-1,1,30010927,QUOTATION,SUMITOMO CORPORATION ASIA & OCEANIA,8010001405,Distributor / Trader,Mfg-Chemical Product,C150Y,72000448,TT07SBLC,CFR,Myanmar,MMRGN YANGON,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,17,MT,USD,1170,1252.15753,1200,52.15753,1210,0,1250
1137,5/5/2017,QTN-0000010626-1,1,30009413,QUOTATION,COLOR PIGMENT (M) SDN. BHD.,8010006278,End Customer,Mfg-Others,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG22 PUCHONG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,,0,88,MT,USD,1150,1154.03153,1163.75,-9.71847000000003,1170,20,1177
1138,5/15/2017,QTN-0000010801-1,5,30009604,QUOTATION,ZHEJIANG FUTURE PETROCHEMICAL,8010001559,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,LC60,CFR,Taiwan,TWTXG TAICHUNG,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,00:00.0,0,272,MT,USD,1190,1202.78384,1302.5,-99.7161599999999,1310,63.4077389705882,1222.00226102941
1139,5/12/2017,QTN-0000010783-1,1,30009546,QUOTATION,A.I.S. PACKAGING MANUFACTURING,8010000576,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB14,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,0,22,MT,USD,1150,1152.60946,1163.75,-11.1405400000001,1170,20,1177
1140,7/5/2017,QTN-0000011675-1,1,30010465,QUOTATION,GOLDSTAR POLYMER TRADING CORP.,8010005496,Distributor / Trader,Trading,C150Y,72000448,TT00,CFR,Philippines,PHMNL MANILA,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.25,52,MT,USD,1180,1242.16616,1221,21.16616,1220,15,1255
1141,1/15/2018,QTN-0000014877-1,2,30013314,QUOTATION,CHIGA LIGHT INDUSTRIES SDN BHD,8010000700,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH13 BATU PAHAT,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,67.5,MT,USD,1220,1199.18586,1191.25,7.93586000000005,1240,23.2104148148148,1225.00041481481
1142,11/9/2018,QTN-0000020287-1,1,30018073,QUOTATION,EURO PLAS-PACK INDUSTRIES,8010000793,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M169,00:00.0,00:00.0,4.18,16.5,MT,USD,1140,1196.14963,1163.75,32.3996299999999,1150,32.9773939393939,1231.99739393939
1143,2/5/2018,QTN-0000015307-1,1,30013537,QUOTATION,LOONGSEN PLASTICS (M) SDN BHD,8010001017,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYMK01 MELAKA,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,3.85,22,MT,MYR,4812.49988,4904.15103,4831.74988,72.4011499999997,4889.49986363636,89.6591363636363,5024.249
1144,8/3/2017,QTN-0000012178-1,1,30010894,QUOTATION,UNIPLAST POLYMERS SDN BHD,8010001505,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,4.29,22,MT,MYR,5105.09995,5323.93599,5298.14995,25.78604,5190.89995454545,92.5197272727272,5449.99968181818
1145,1/7/2019,QTN-0000021455-1,1,30019325,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT45SBLC,DDP,Thailand,THAYU AYUTHAYA,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,32.5865,374,MT,USD,1000,1007.74538,1040,-32.25462,1040,40,1045
1146,3/8/2018,QTN-0000016040-1,1,30014046,QUOTATION,WT PLASTIC PRODUCTS SDN BHD,8010001548,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,225,MT,USD,1285,1275.51168,1265,10.5116800000001,1305,21.6893511111111,1299.99935111111
1147,10/9/2017,QTN-0000013219-1,1,30011767,QUOTATION,TOSIN PACKAGING (M) SDN BHD,8010001477,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZM30,DAP,Malaysia,MYPG06 PENANG,MYPG06 PENANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.2,0.5,MT,USD,1210,1346.03555,1199,147.03555,1230,20,1374
1148,5/8/2017,QTN-0000010676-1,1,30009444,QUOTATION,PLASTIK V SDN BHD,8010001178,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZCBD,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG09 KLANG,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,0,22,MT,USD,1150,1166.05225,1163.75,2.30224999999996,1170,20,1189
1149,1/15/2018,QTN-0000014881-1,1,30013310,QUOTATION,VISCOUNT PLASTICS (MALAYSIA) S B,8010001526,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,110,MT,USD,1270,1290.46048,1255,35.46048,1260,51.6699272727272,1314.99992727272
1150,1/15/2018,QTN-0000014878-1,1,30013330,QUOTATION,TAN ZHUAN PLASTIC IND SDN BHD,8010001429,End Customer,Mfg-Petroleum Prod,C150Y,72000448,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M059,00:00.0,00:00.0,4.06,22,MT,MYR,4953.19993,5050.43352,5105.44993,-55.0164100000002,5034.3999090909,94.2342727272727,5176.50418181818
1151,9/13/2017,QTN-0000012751-1,1,30011413,QUOTATION,CHAU YANG PLASTICS INDUSTRY SDN BHD,8010000690,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.29,44,MT,USD,1140,1182.81774,1135,47.81774,1160,21.5016363636363,1212.00163636363
1152,3/9/2018,QTN-0000015969-1,2,30014125,QUOTATION,"INTERCORDIA CO., LTD",8010000926,Distributor / Trader,Mfg-Petroleum Prod,M022X,72000628,TT45SBLC,DDP,Thailand,THBRK BANGRAK,THBKK BANGKOK,TRUCK PACK(Drum),EXPORT,CROSSBORDER,M169,00:00.0,00:00.0,31.2181,44,MT,USD,1260,1332.04418,1285,47.0441800000001,1270,70,1370
1153,12/7/2018,QTN-0000020770-1,1,30018831,QUOTATION,CHONG WAH PLASTICS SDN BHD,8010000709,End Customer,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.19,270,MT,USD,1040,1204.75961,1103.5,101.25961,1060,21.3721925925925,1229.00219259259
1154,10/16/2018,QTN-0000019886-1,1,30017686,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60SBLC,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.14,23,MT,USD,1190,1210.61637,1182.5,28.11637,1190,56.5404782608695,1270.00047826086
1155,1/9/2018,QTN-0000014793-1,1,30013206,QUOTATION,IMPACT RANK (M) SDN BHD,8010000909,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM60,DAP,Malaysia,MYKD01 ALOR SETAR,MYJH01 JOHOR BAHRU,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.06,66,MT,USD,1240,1299.70823,1255,44.70823,1260,23.2621969696969,1326.00219696969
1156,8/20/2018,QTN-0000018935-1,1,30016721,QUOTATION,TYCOPLAS SDN. BHD.,8010001493,End Customer,Mfg-Petroleum Prod,HD5301AA,72000544,ZM30,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG13 SG BULUH,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.04,66,MT,USD,1360,1363.00966,1366.25,-3.24034000000006,1380,20,1386
1157,12/5/2017,QTN-0000014109-1,1,30012589,QUOTATION,UNIPLAST POLYMERS SDN BHD,8010001505,Distributor / Trader,Mfg-Petroleum Prod,LL0209SA,72000608,ZB60,DAP,Malaysia,MYKD01 ALOR SETAR,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.15,22.5,MT,USD,1220,1349.25209,1185,164.25209,1240,21.6052,1373.9952
1158,8/27/2018,QTN-0000018984-1,1,30016766,QUOTATION,MEGASTRIKE INTERNATIONAL,8010001056,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,ZCBD,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,4.04,16,MT,USD,1190,1192.12301,1217.5,-25.37699,1190,40,1230
1159,1/2/2018,QTN-0000014508-1,2,30013014,QUOTATION,"DISCOVERING PETROCHEMICAL CO., LTD.",8010006692,Distributor / Trader,Trading,C150Y,72000448,LC60,CFR,China,CHINA MAIN PORT,,MARINE PACK,EXPORT,NONCROSSBORDER,M059,00:00.0,,4.08,1173,MT,USD,1140,1136.0622,1185,-48.9377999999999,1240,58.4724654731457,1139.99753452685
1160,3/7/2018,QTN-0000015960-1,6,30013986,QUOTATION,COMMERCIAL PLASTIC INDUSTRIES,8010000729,Distributor / Trader,Mfg-Petroleum Prod,LL3840UA,72000617,ZM60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,3.9,154,MT,USD,1315,1405.69692,1265,140.69692,1305,53.4563701298701,1432.49637012987
1161,11/13/2018,QTN-0000020180-1,1,30018141,QUOTATION,CJ POLYMERS SDN. BHD.,8010000714,Distributor / Trader,Mfg-Petroleum Prod,C150Y,72000448,TT60SBLC,CFR,Bangladesh,BDCGP CHITTAGONG,,MARINE PACK,EXPORT,NONCROSSBORDER,M169,00:00.0,00:00.0,0,204,MT,USD,1150,1145.89076,1163.75,-17.85924,1150,41.4887009803921,1189.99870098039
1162,9/27/2017,QTN-0000012887-1,2,30011517,QUOTATION,PLASTIC CENTRE SDN BHD,8010001173,End Customer,Mfg-Petroleum Prod,HD5201AA,72000539,ZB60,DAP,Malaysia,MYSG00 KLANG VALLEY,MYSG00 KLANG VALLEY,TRUCK PACK(Drum),DOMESTIC,NONCROSSBORDER,M167,00:00.0,00:00.0,4.29,44,MT,USD,1170,1240.61637,1135,105.61637,1160,51.5404772727272,1270.00047727272
