Customer,Product_Group,Recency,Avg_Price_L3Y,Revenue_L12,Customer_Size,l3y_volume,standard_cost,l12_sales_vol,Current_Price
2738712,Product_A,2,54.2,842,2232.37,27.01,10,9,59.62
2738751,Product_A,3,35,146,362.21,4.16,10,1.4,38.5
2739209,Product_A,1,23.2,614,3447.77,56.12,10,18.7,25.52
2739364,Product_A,2,152.1,155,1622.41,7.42,10,2.5,167.31
2739540,Product_A,2,38.5,518,1192.72,20.58,10,6.9,42.35
2739716,Product_A,9,64.5,241,592.53,3.74,10,1.2,70.95
2739763,Product_A,5,39.4,143,477.01,6.74,10,2.2,43.34
2739827,Product_A,1,37.1,1290,2067.13,39.3,10,13.1,40.81
2740589,Product_A,11,45,168,549.24,3.74,10,1.2,49.5
2741178,Product_A,5,28,105,521.22,3.74,10,1.2,30.8
2741232,Product_A,4,45,187,497.33,7.48,10,2.5,49.5
2741461,Product_A,2,32.6,399,1018.2,19.26,10,6.4,35.86
2741656,Product_A,1,35.9,149,243.65,4.16,10,1.4,39.49
2741732,Product_A,12,40,150,228.23,3.74,10,1.2,44
2741860,Product_A,7,48,179,386.84,3.73,10,1.2,52.8
2741924,Product_A,12,42,175,264.68,4.16,10,1.4,46.2
2741976,Product_A,2,45,337,863.67,7.48,10,2.5,49.5
2742174,Product_A,12,37,112,221.96,3.03,10,1,40.7
2742201,Product_A,10,61.3,712,1074.03,11.64,10,3.9,67.43
2742266,Product_A,11,40,150,259.54,3.74,10,1.2,44
2742421,Product_A,12,45,168,213.44,3.74,10,1.2,49.5
2742444,Product_A,12,36,118,117.72,3.27,10,1.1,39.6
2742689,Product_A,4,45,337,583.92,7.48,10,2.5,49.5
2742698,Product_A,11,29,200,455.02,6.92,10,2.3,31.9
2742888,Product_A,6,42,331,915.43,7.89,10,2.6,46.2
2742889,Product_A,11,50.7,190,327.19,3.74,10,1.2,55.77
2742940,Product_A,11,51.7,215,264.97,4.16,10,1.4,56.87
2742947,Product_A,9,38.7,289,489.01,7.48,10,2.5,42.57
2743132,Product_A,10,30,125,584.03,4.16,10,1.4,33
2743198,Product_A,11,35,121,161.1,3.46,10,1.2,38.5
2743202,Product_A,8,30,486,1388.79,16.22,10,5.4,33
2743214,Product_A,10,42,157,207.08,3.74,10,1.2,46.2
2743266,Product_A,9,38.7,289,363.17,7.48,10,2.5,42.57
2743358,Product_A,3,25,187,646.7,7.48,10,2.5,27.5
2743377,Product_A,5,51.3,168,1975.38,3.27,10,1.1,56.43
2743454,Product_A,10,40,150,459.72,3.74,10,1.2,44
2743522,Product_A,10,42.5,159,516.71,3.74,10,1.2,46.75
2743658,Product_A,9,40,150,310.1,3.74,10,1.2,44
2743705,Product_A,10,43,161,262.76,3.74,10,1.2,47.3
2743708,Product_A,1,34.6,778,1010.43,22.46,10,7.5,38.06
2743752,Product_A,10,36.5,137,271.51,3.74,10,1.2,40.15
2743797,Product_A,9,50,416,814.69,8.32,10,2.8,55
2743880,Product_A,9,55.8,209,208.54,3.74,10,1.2,61.38
2744014,Product_A,9,50,187,255.31,3.74,10,1.2,55
2744042,Product_A,9,36.5,137,249.51,3.74,10,1.2,40.15
2744055,Product_A,8,33.8,127,216.52,3.74,10,1.2,37.18
2744068,Product_A,8,38,142,282.17,3.74,10,1.2,41.8
2744267,Product_A,9,50,187,256.95,3.74,10,1.2,55
2744308,Product_A,6,16,108,1116.32,6.74,10,2.2,17.6
2744612,Product_A,8,42,157,197.08,3.74,10,1.2,46.2
2744711,Product_A,1,21.5,1526,2337.56,71.12,10,23.7,23.65
2744853,Product_A,8,64.5,241,437.03,3.74,10,1.2,70.95
2744890,Product_A,4,33,261,1229.83,7.9,10,2.6,36.3
2744943,Product_A,3,40,166,350.87,4.16,10,1.4,44
2745094,Product_A,7,40,140,180,3.5,10,1.2,44
2745111,Product_A,7,34.5,127,206.96,3.68,10,1.2,37.95
2745124,Product_A,1,25,281,2485.5,11.22,10,3.7,27.5
2745161,Product_A,1,26.4,777,1107.33,32.75,10,10.9,29.04
2745210,Product_A,6,34,127,447.16,3.74,10,1.2,37.4
2745211,Product_A,7,45,168,228.3,3.74,10,1.2,49.5
2745254,Product_A,7,40,150,209.6,3.74,10,1.2,44
2745273,Product_A,3,57.5,4210,6729.48,73.18,10,24.4,63.25
2745345,Product_A,7,33.4,125,169.88,3.74,10,1.2,36.74
2745394,Product_A,3,43,6522,10576.86,151.7,10,50.6,47.3
2745407,Product_A,7,58.7,220,374.68,3.74,10,1.2,64.57
2745415,Product_A,7,38,142,190.12,3.74,10,1.2,41.8
2745422,Product_A,7,35,120,419.1,3.43,10,1.1,38.5
2745530,Product_A,6,51,403,523,7.9,10,2.6,56.1
2745588,Product_A,6,54.8,205,293.49,3.74,10,1.2,60.28
2745691,Product_A,6,39,146,210.82,3.74,10,1.2,42.9
2745719,Product_A,1,21,437,1003.22,20.82,10,6.9,23.1
2745807,Product_A,1,38.7,322,645.9,8.32,10,2.8,42.57
2745915,Product_A,6,29,338,611.27,11.65,10,3.9,31.9
2746054,Product_A,1,41.4,930,1384.03,22.44,10,7.5,45.54
2746114,Product_A,2,30,237,417.06,7.9,10,2.6,33
2746121,Product_A,6,48,180,224.95,3.75,10,1.3,52.8
2746210,Product_A,1,30.6,242,871.63,7.9,10,2.6,33.66
2746478,Product_A,5,59.5,222,536.86,3.74,10,1.2,65.45
2746523,Product_A,5,32,239,434.36,7.48,10,2.5,35.2
2746631,Product_A,4,30,112,255.2,3.74,10,1.2,33
2746698,Product_A,5,36.5,137,184.51,3.74,10,1.2,40.15
2746760,Product_A,2,33,330,410.33,10.01,10,3.3,36.3
2746773,Product_A,5,66.1,247,324.56,3.74,10,1.2,72.71
2746866,Product_A,5,45,168,208.3,3.74,10,1.2,49.5
2746999,Product_A,4,35,131,245.9,3.74,10,1.2,38.5
2747100,Product_A,2,31.7,466,739.9,12.06,10,4,34.87
2747152,Product_A,3,34.7,548,4156.6,15.8,10,5.3,38.17
2747178,Product_A,2,20.9,160,388.13,7.9,10,2.6,22.99
2747274,Product_A,4,39,146,187.86,3.74,10,1.2,42.9
2747280,Product_A,4,45,168,288.3,3.74,10,1.2,49.5
2747342,Product_A,4,36.1,135,180,3.74,10,1.2,39.71
2747355,Product_A,4,48,180,362.52,3.74,10,1.2,52.8
2747575,Product_A,2,39,292,375.84,7.48,10,2.5,42.9
2747670,Product_A,3,28.5,107,131.59,3.74,10,1.2,31.35
2747714,Product_A,3,40,150,213.55,3.74,10,1.2,44
2748155,Product_A,3,35.6,133,168.14,3.74,10,1.2,39.16
2748266,Product_A,1,108.8,109,141.47,3.74,10,1.2,119.68
2748338,Product_A,2,30,224,280.31,7.48,10,2.5,33
2748630,Product_A,2,36.5,137,368.28,3.74,10,1.2,40.15
2748645,Product_A,2,35,143,277.8,4.08,10,1.4,38.5
2748877,Product_A,2,53,198,241.17,3.74,10,1.2,58.3
2749156,Product_A,2,37.4,140,180,3.74,10,1.2,41.14
2749235,Product_A,2,37.4,140,180,3.74,10,1.2,41.14
2749238,Product_A,2,35,130,289.36,3.72,10,1.2,38.5
2749305,Product_A,1,40,150,189.6,3.74,10,1.2,44
2749468,Product_A,1,35,131,166.01,3.74,10,1.2,38.5
2749531,Product_A,1,43,161,221.77,3.74,10,1.2,47.3
2749660,Product_A,1,40,142,235.92,3.54,10,1.2,44
2749764,Product_A,1,45,168,228.3,3.74,10,1.2,49.5
2749780,Product_A,1,43,158,203.24,3.68,10,1.2,47.3
8990240,Product_A,1,40.1,297,3603.49,11.3,10,3.8,44.11
8990497,Product_A,4,24.9,481,16421.25,29.12,10,9.7,27.39
8990558,Product_A,2,28.1,128,19614.48,15.79,10,5.3,30.91
8990652,Product_A,1,49.3,369,509.13,7.48,10,2.5,54.23
8991114,Product_A,12,53.8,417,3704.39,41.24,10,13.7,59.18
8991309,Product_A,2,30,581,5541.01,75.65,10,25.2,33
8991513,Product_A,5,58.6,489,4470.66,15.49,10,5.2,64.46
8991673,Product_A,5,41.6,288,5286.56,17.8,10,5.9,45.76
8991853,Product_A,7,31.7,122,1131.22,21.29,10,7.1,34.87
8992182,Product_A,9,42,163,13722.53,7.48,10,2.5,46.2
8992581,Product_A,3,52.5,850,3302.61,43.25,10,14.4,57.75
8993386,Product_A,1,41.2,1034,3425.9,56.92,10,19,45.32
8993590,Product_A,12,43.2,165,1168.69,7.33,10,2.4,47.52
8993905,Product_A,8,32,124,3206.38,11.04,10,3.7,35.2
8994444,Product_A,6,47,712,5095.61,84.7,10,28.2,51.7
8994628,Product_A,9,31.2,117,116.63,3.74,10,1.2,34.32
8994789,Product_A,6,30.9,114,15253.43,3.68,10,1.2,33.99
8995001,Product_A,2,41.2,680,17390.96,65.7,10,21.9,45.32
8995033,Product_A,7,46.1,363,1820.22,37.4,10,12.5,50.71
8995104,Product_A,3,52.1,1028,14996.98,98.09,10,32.7,57.31
8995442,Product_A,11,18.8,291,7520.45,28.74,10,9.6,20.68
8996178,Product_A,8,28.7,119,1365.62,7.9,10,2.6,31.57
8996426,Product_A,6,38.9,162,1165.76,19.11,10,6.4,42.79
8996563,Product_A,2,43.8,164,456.95,3.74,10,1.2,48.18
8997191,Product_A,2,36.4,134,174.59,3.68,10,1.2,40.04
10018,Product_B,9,29.3,243,38827.46,34.89,10,11.6,32.23
10024,Product_B,5,53.6,627,4051.66,42.84,10,14.3,58.96
10031,Product_B,2,60.6,2362,12182.45,116.86,10,39,66.66
10064,Product_B,5,39.8,336,31729.38,26.61,10,8.9,43.78
10117,Product_B,12,37.5,135,135.11,3.6,10,1.2,41.25
10147,Product_B,6,39.1,159,2723.91,19.13,10,6.4,43.01
10149,Product_B,1,28.6,116,11167.05,16.22,10,5.4,31.46
10201,Product_B,4,11.9,246,250180.1,99.39,10,33.1,13.09
10230,Product_B,1,60.3,1311,7035.29,77.31,10,25.8,66.33
10243,Product_B,1,52.5,4230,23055.11,176.88,10,59,57.75
10262,Product_B,9,39.5,157,7400.52,14.96,10,5,43.45
10302,Product_B,1,20,748,70006.04,37.4,10,12.5,22
13597,Product_B,2,26.9,1497,16955.38,124.53,10,41.5,29.59
13827,Product_B,4,48.6,1008,25365.32,54.44,10,18.1,53.46
13886,Product_B,3,33.4,1066,18172.37,132.5,10,44.2,36.74
14007,Product_B,2,48,180,1178.13,3.74,10,1.2,52.8
14057,Product_B,5,41.6,366,3080.1,29.94,10,10,45.76
14471,Product_B,3,53.8,1471,7554.98,53.2,10,17.7,59.18
14548,Product_B,1,28.1,838,23253.94,200.29,10,66.8,30.91
14596,Product_B,2,52.6,838,11714.52,83.25,10,27.8,57.86
14598,Product_B,2,31.4,122,3459.03,14.44,10,4.8,34.54
14607,Product_B,1,28.1,1190,27064.97,87.02,10,29,30.91
14635,Product_B,4,26.8,119,6125.17,76.61,10,25.5,29.48
15351,Product_B,5,29,108,149.34,3.74,10,1.2,31.9
15457,Product_B,3,34.6,416,49810.55,43.25,10,14.4,38.06
15691,Product_B,8,32.3,128,19157.79,49.87,10,16.6,35.53
15693,Product_B,10,46.8,183,1548.6,7.45,10,2.5,51.48
15818,Product_B,4,52.1,1573,9471.72,60.33,10,20.1,57.31
15826,Product_B,4,37.6,236,56997.46,19.54,10,6.5,41.36
15892,Product_B,2,25.4,519,2910.66,60.71,10,20.2,27.94
15981,Product_B,2,30.8,146,16747.51,94.94,10,31.6,33.88
15989,Product_B,8,40,504,2584.04,27.2,10,9.1,44
15995,Product_B,5,52.4,1021,9253.06,22.87,10,7.6,57.64
16091,Product_B,5,31.2,197,3712.24,46.53,10,15.5,34.32
16092,Product_B,8,25.9,109,18492.93,189.72,10,63.2,28.49
16124,Product_B,2,40,704,9378.99,91.83,10,30.6,44
16140,Product_B,8,28.8,849,14328.56,166.9,10,55.6,31.68
16151,Product_B,4,49,408,10373.42,46.16,10,15.4,53.9
16188,Product_B,1,21.8,835,21160.26,93.37,10,31.1,23.98
16235,Product_B,7,55.2,214,2526.22,16.22,10,5.4,60.72
16246,Product_B,5,16.7,196,24952.36,37.74,10,12.6,18.37
16250,Product_B,10,46.3,199,17160.81,27.03,10,9,50.93
16302,Product_B,1,28.1,1070,11020.71,112.8,10,37.6,30.91
16391,Product_B,1,42.2,1412,11247.61,86.54,10,28.8,46.42
16574,Product_B,3,40.9,145,2086.28,23.29,10,7.8,44.99
19395,Product_B,1,36.5,831,13888.1,153.18,10,51.1,40.15
19570,Product_B,4,22,336,55419.28,19.15,10,6.4,24.2
19978,Product_B,9,61.8,241,2531.06,18.7,10,6.2,67.98
20009,Product_B,7,37.5,904,18814.5,59.02,10,19.7,41.25
20026,Product_B,1,24.1,3522,113929.75,481.94,10,160.6,26.51
20083,Product_B,1,41.2,931,78712.65,87.73,10,29.2,45.32
20146,Product_B,1,20.1,1053,239182.93,216.33,10,72.1,22.11
20150,Product_B,3,36.1,293,1392.18,14.97,10,5,39.71
20165,Product_B,2,33.7,162,4429.93,74.03,10,24.7,37.07
20179,Product_B,4,61.4,1068,2389.87,30.82,10,10.3,67.54
20187,Product_B,7,56.4,1379,58829.4,54.47,10,18.2,62.04
20210,Product_B,1,30.1,1018,19267.68,129.27,10,43.1,33.11
20220,Product_B,6,52.4,388,4420.09,14.35,10,4.8,57.64
20236,Product_B,2,22.7,815,31711.92,67.79,10,22.6,24.97
20266,Product_B,6,64.3,1244,1796.05,22.87,10,7.6,70.73
20267,Product_B,10,61.6,478,1258.25,14.96,10,5,67.76
20278,Product_B,1,54.7,607,47690.13,34.48,10,11.5,60.17
20324,Product_B,1,33.4,397,2732.38,57.36,10,19.1,36.74
20345,Product_B,11,39.1,282,9119.5,21.81,10,7.3,43.01
20355,Product_B,3,34,120,155.36,3.54,10,1.2,37.4
20358,Product_B,8,53,612,6386.65,37.84,10,12.6,58.3
20359,Product_B,1,53.1,418,3412.6,41.55,10,13.9,58.41
20360,Product_B,8,59.4,247,3791.76,4.16,10,1.4,65.34
20387,Product_B,3,48.4,204,2895.01,7.49,10,2.5,53.24
20388,Product_B,6,49.5,817,2781.81,39.93,10,13.3,54.45
20389,Product_B,9,44.4,760,3089.54,34.78,10,11.6,48.84
20401,Product_B,5,29.5,249,1403.64,23.29,10,7.8,32.45
20406,Product_B,1,53,2054,7268.3,90.61,10,30.2,58.3
20409,Product_B,1,42.1,2408,6100.15,104.67,10,34.9,46.31
20411,Product_B,1,50.3,1233,14871.07,108.55,10,36.2,55.33
20430,Product_B,3,42.1,3092,20045.48,149.58,10,49.9,46.31
20446,Product_B,4,34.1,151,9068.67,27.45,10,9.2,37.51
20481,Product_B,6,62.1,249,1614.32,19.13,10,6.4,68.31
20502,Product_B,1,48.8,192,3625.26,14.96,10,5,53.68
20523,Product_B,2,63.7,1611,2113.95,32.86,10,11,70.07
20526,Product_B,6,46.9,182,3598.41,7.42,10,2.5,51.59
20532,Product_B,11,38.4,1435,45842.47,158.01,10,52.7,42.24
20536,Product_B,5,53.4,1053,5137.87,79.39,10,26.5,58.74
20540,Product_B,1,42.3,1313,4162.31,49.81,10,16.6,46.53
20578,Product_B,12,50.6,189,189.36,3.74,10,1.2,55.66
20581,Product_B,11,57.6,502,4779.77,48.25,10,16.1,63.36
20599,Product_B,3,46.7,1009,11850.22,116.27,10,38.8,51.37
20602,Product_B,7,47.3,367,1704.4,34.07,10,11.4,52.03
20616,Product_B,5,64.8,246,1149.08,7.9,10,2.6,71.28
20635,Product_B,8,57.5,438,3218.62,11.64,10,3.9,63.25
20641,Product_B,3,39.6,2066,23616.28,237.77,10,79.3,43.56
20645,Product_B,9,56,462,3386.55,42.01,10,14,61.6
20650,Product_B,9,43.4,168,794.16,7.48,10,2.5,47.74
20664,Product_B,1,60.9,1463,17119.65,61.55,10,20.5,66.99
20698,Product_B,2,45.8,2444,16952.2,157.31,10,52.4,50.38
20713,Product_B,1,46.6,628,5095.63,56.2,10,18.7,51.26
20727,Product_B,9,42.1,332,10984.3,100.39,10,33.5,46.31
20748,Product_B,4,27,374,44184.59,13.87,10,4.6,29.7
20795,Product_B,5,60.7,265,805.47,8.31,10,2.8,66.77
20829,Product_B,1,37.1,836,8795.78,46.12,10,15.4,40.81
20830,Product_B,2,37.7,1498,94123.92,111.04,10,37,41.47
20833,Product_B,2,23.7,2330,14593.14,184.92,10,61.6,26.07
20864,Product_B,11,32.8,143,1036.35,19.52,10,6.5,36.08
20893,Product_B,12,53.8,205,720.58,7.48,10,2.5,59.18
20898,Product_B,2,34.3,1325,19223.54,155.96,10,52,37.73
20900,Product_B,5,40.4,137,10197.13,7.49,10,2.5,44.44
20971,Product_B,7,40.3,307,4346.34,11.22,10,3.7,44.33
20979,Product_B,1,55.4,2217,8705.22,103.89,10,34.6,60.94
21001,Product_B,5,46.8,223,42311.95,23.71,10,7.9,51.48
21048,Product_B,11,39.1,149,30108.31,7.48,10,2.5,43.01
21074,Product_B,7,45,525,2799.05,27.43,10,9.1,49.5
21116,Product_B,1,53.6,535,7847.36,23.65,10,7.9,58.96
21142,Product_B,3,40.7,573,4139.35,23.65,10,7.9,44.77
21185,Product_B,6,44.8,285,284.61,6.36,10,2.1,49.28
21228,Product_B,3,62.5,978,4988.66,45.3,10,15.1,68.75
21239,Product_B,5,22.8,393,7953.44,46.16,10,15.4,25.08
21250,Product_B,11,59.7,248,6218.92,4.16,10,1.4,65.67
21300,Product_B,7,63.5,488,2106.25,18.71,10,6.2,69.85
21325,Product_B,7,47.9,152,418.67,6.68,10,2.2,52.69
21331,Product_B,3,49.8,1370,20246.58,129.77,10,43.3,54.78
21386,Product_B,11,49.9,547,5973.07,45.35,10,15.1,54.89
21429,Product_B,10,59.3,231,1780.75,19.13,10,6.4,65.23
21466,Product_B,6,32.9,125,20099.36,7.48,10,2.5,36.19
21477,Product_B,3,42.6,184,11519.82,33.67,10,11.2,46.86
21491,Product_B,1,23.1,1031,16804.49,182.06,10,60.7,25.41
21507,Product_B,4,36,724,7814.55,56.27,10,18.8,39.6
21511,Product_B,5,60.9,228,282.69,3.74,10,1.2,66.99
21524,Product_B,2,38.1,5141,74840.51,353.19,10,117.7,41.91
21526,Product_B,2,22.2,236,1892.9,26.55,10,8.9,24.42
21565,Product_B,4,31.8,133,60160.44,24.24,10,8.1,34.98
21575,Product_B,1,42.2,447,28681.74,81.08,10,27,46.42
21577,Product_B,7,35.6,129,2406.92,30.33,10,10.1,39.16
21582,Product_B,3,38.5,158,11513.18,10.66,10,3.6,42.35
21596,Product_B,4,34.8,529,26415.14,61.51,10,20.5,38.28
21608,Product_B,1,52.3,207,2561.34,30.77,10,10.3,57.53
21622,Product_B,2,39.1,2839,29695.04,216.35,10,72.1,43.01
21635,Product_B,6,61.6,511,1509.49,15.9,10,5.3,67.76
21641,Product_B,4,42.1,156,2239.84,7.53,10,2.5,46.31
21647,Product_B,1,40.3,2988,72206.36,91.4,10,30.5,44.33
21679,Product_B,7,34.1,121,50892.38,3.54,10,1.2,37.51
21737,Product_B,4,42,157,157.08,3.74,10,1.2,46.2
21764,Product_B,5,44.8,1112,9147.21,145.78,10,48.6,49.28
21778,Product_B,10,34.5,151,2480.61,37.4,10,12.5,37.95
21786,Product_B,3,49.9,762,9167.7,21.95,10,7.3,54.89
21801,Product_B,3,32.5,129,5314.23,16.33,10,5.4,35.75
21830,Product_B,9,46.7,168,364.29,3.59,10,1.2,51.37
21864,Product_B,12,37.3,141,12232.44,15.39,10,5.1,41.03
21869,Product_B,7,39.7,166,857.82,7.7,10,2.6,43.67
21928,Product_B,1,59,253,2595.45,7.89,10,2.6,64.9
21944,Product_B,1,28.8,3703,31317.97,405.21,10,135.1,31.68
21950,Product_B,5,32.4,550,4382.66,69.58,10,23.2,35.64
22010,Product_B,5,45.3,852,7748.58,61.1,10,20.4,49.83
22106,Product_B,5,22.4,184,8668.82,8.2,10,2.7,24.64
22116,Product_B,1,18.5,1230,75400.95,144.96,10,48.3,20.35
22117,Product_B,1,29,1171,132358.41,68.6,10,22.9,31.9
22160,Product_B,4,64.2,275,2773.62,7.9,10,2.6,70.62
22190,Product_B,2,34.5,140,1501.6,14.96,10,5,37.95
22284,Product_B,1,16.4,828,71225.82,154.62,10,51.5,18.04
22321,Product_B,4,32.2,143,10055.82,22.87,10,7.6,35.42
22388,Product_B,1,58.8,489,1860.43,26.59,10,8.9,64.68
22485,Product_B,1,20.9,565,64087.16,103.64,10,34.5,22.99
22563,Product_B,4,26.9,121,945.37,11.22,10,3.7,29.59
22667,Product_B,9,54.4,204,5673.78,3.74,10,1.2,59.84
22669,Product_B,3,61.7,506,3287.06,39.51,10,13.2,67.87
22707,Product_B,5,23.1,202,10294.17,78.87,10,26.3,25.41
23996,Product_B,8,35.2,130,1702.78,11.6,10,3.9,38.72
24026,Product_B,2,28.4,2109,10301.28,148.89,10,49.6,31.24
24046,Product_B,1,31.6,1604,13906.67,172.16,10,57.4,34.76
24058,Product_B,4,21.4,167,31337.66,26.63,10,8.9,23.54
24089,Product_B,1,46.9,374,10617.29,22.68,10,7.6,51.59
24122,Product_B,1,24.7,4350,37513.49,569.41,10,189.8,27.17
24127,Product_B,9,45.8,178,793.62,7.49,10,2.5,50.38
24128,Product_B,3,25.2,318,3940.86,53.28,10,17.8,27.72
24146,Product_B,1,53.9,7366,26436.32,277.57,10,92.5,59.29
24211,Product_B,9,63.9,239,1024.7,3.74,10,1.2,70.29
24222,Product_B,5,47.4,749,5896.9,47.58,10,15.9,52.14
24227,Product_B,1,53.9,841,2701.03,38.43,10,12.8,59.29
24230,Product_B,2,28.5,325,3775.08,67.74,10,22.6,31.35
24277,Product_B,2,58.1,991,27710.06,56.56,10,18.9,63.91
24283,Product_B,3,31.3,922,3670.43,60.71,10,20.2,34.43
24347,Product_B,8,31,192,124654.86,42.83,10,14.3,34.1
24360,Product_B,3,30.8,343,9911.35,36.82,10,12.3,33.88
24407,Product_B,1,20.2,7881,58373.42,1457.39,10,485.8,22.22
24441,Product_B,1,19.9,4730,54131.96,953.85,10,318,21.89
24448,Product_B,7,41.2,357,21393.23,30.77,10,10.3,45.32
24582,Product_B,4,49.2,1110,4949.01,52.13,10,17.4,54.12
24605,Product_B,3,39.5,1040,5229.32,59.46,10,19.8,43.45
24607,Product_B,7,39.9,600,13107.23,91.8,10,30.6,43.89
24624,Product_B,2,23.6,752,32663.43,65.7,10,21.9,25.96
24637,Product_B,1,45.3,1632,12795.2,123.88,10,41.3,49.83
24667,Product_B,7,32.4,1574,27047.18,272.9,10,91,35.64
24685,Product_B,2,62.2,1223,6133.38,42.39,10,14.1,68.42
24686,Product_B,1,17.9,2756,120641.01,359.72,10,119.9,19.69
24706,Product_B,1,21.7,1855,7520.57,123.42,10,41.1,23.87
24710,Product_B,2,36.3,149,993.13,4.1,10,1.4,39.93
24711,Product_B,2,47,692,5160.29,43.25,10,14.4,51.7
24718,Product_B,2,54.8,630,5041.93,31.19,10,10.4,60.28
24743,Product_B,1,44.5,1974,4314.31,67.32,10,22.4,48.95
24746,Product_B,1,44.7,1121,81187.23,59.13,10,19.7,49.17
24824,Product_B,1,28.3,6858,42000.01,670.75,10,223.6,31.13
24841,Product_B,5,51,191,651.08,3.74,10,1.2,56.1
24850,Product_B,2,39.7,160,4393.79,11.15,10,3.7,43.67
24860,Product_B,1,18.4,586,103670.45,35.31,10,11.8,20.24
24885,Product_B,8,21.5,321,11936.27,22.46,10,7.5,23.65
24940,Product_B,2,47.2,299,5389.47,11.65,10,3.9,51.92
24947,Product_B,3,80.8,257,4534.13,12.2,10,4.1,88.88
24963,Product_B,7,20.7,133,36256.93,9.17,10,3.1,22.77
25003,Product_B,1,51.8,1136,4432.77,49.46,10,16.5,56.98
25010,Product_B,2,33.9,359,8043.27,29.88,10,10,37.29
25012,Product_B,3,29.9,1084,24011.21,136.41,10,45.5,32.89
25054,Product_B,2,39.7,643,4038.72,22.44,10,7.5,43.67
25078,Product_B,7,45.3,347,2679,11.23,10,3.7,49.83
25094,Product_B,3,49.3,580,5471.04,56.54,10,18.8,54.23
25111,Product_B,1,46.8,1040,3239.01,46.58,10,15.5,51.48
25143,Product_B,2,40.1,158,378.9,7.9,10,2.6,44.11
25152,Product_B,9,95,571,37033.89,24.32,10,8.1,104.5
25155,Product_B,1,51.3,384,1663.19,15.8,10,5.3,56.43
1990292,Product_B,3,41.8,291,5016.82,20.36,10,6.8,45.98
1991000,Product_B,3,39.3,284,129119.46,11.22,10,3.7,43.23
1991226,Product_B,1,26.7,2887,38117.66,329.03,10,109.7,29.37
1991503,Product_B,2,60.8,482,1957.5,22.45,10,7.5,66.88
1991813,Product_B,2,53.6,233,1850.89,15.8,10,5.3,58.96
1992437,Product_B,7,54.7,205,438.67,3.74,10,1.2,60.17
1992445,Product_B,3,53.4,211,802.93,11.22,10,3.7,58.74
1992547,Product_B,7,29.4,756,5906.82,85.15,10,28.4,32.34
1992672,Product_B,2,50.9,210,502.38,7.9,10,2.6,55.99
1992761,Product_B,4,32.6,196,7831.89,32.45,10,10.8,35.86
1992788,Product_B,3,47.9,956,3018.24,38.67,10,12.9,52.69
1992996,Product_B,7,54.7,227,227.05,4.15,10,1.4,60.17
1993226,Product_B,8,53.2,463,1560.04,19.52,10,6.5,58.52
1993846,Product_B,1,54.7,430,1216.94,14.97,10,5,60.17
1994366,Product_B,4,53.1,861,2710.38,51.18,10,17.1,58.41
1994391,Product_B,1,27.5,528,3492.39,32.78,10,10.9,30.25
1994451,Product_B,5,39.1,305,9717.68,68.03,10,22.7,43.01
1994508,Product_B,8,53.8,327,2639.19,23.29,10,7.8,59.18
1994676,Product_B,5,40.7,158,1065.14,14.96,10,5,44.77
1994683,Product_B,2,61.7,479,5467.9,26.18,10,8.7,67.87
1994741,Product_B,2,48.6,191,360.9,7.42,10,2.5,53.46
1994743,Product_B,1,52.2,393,2149.77,19.12,10,6.4,57.42
1994752,Product_B,11,49.1,536,37513.41,55.09,10,18.4,54.01
1994952,Product_B,1,38.1,160,337.23,7.48,10,2.5,41.91
1995024,Product_B,1,55.3,528,4416.97,38.26,10,12.8,60.83
1995111,Product_B,11,31.4,121,1467.06,14.96,10,5,34.54
1995169,Product_B,5,45.5,184,1397.12,14.96,10,5,50.05
1995327,Product_B,12,34.4,129,241.82,3.74,10,1.2,37.84
1995331,Product_B,6,34.4,129,193.25,3.74,10,1.2,37.84
1995515,Product_B,2,37,161,2309.35,15.38,10,5.1,40.7
1995691,Product_B,5,39.3,192,793.26,11.22,10,3.7,43.23
1995810,Product_B,7,32.1,129,1334.48,14.96,10,5,35.31
1996067,Product_B,8,30.7,119,1408.96,14.96,10,5,33.77
1996116,Product_B,1,62,958,5240.27,52.37,10,17.5,68.2
1996371,Product_B,9,33.6,116,1982.99,14.69,10,4.9,36.96
1996703,Product_B,5,57.8,216,268.84,3.74,10,1.2,63.58
1996741,Product_B,7,54.2,416,3293.11,43.25,10,14.4,59.62
1996742,Product_B,9,54.7,205,258.09,3.74,10,1.2,60.17
1996747,Product_B,7,33.9,127,126.82,3.74,10,1.2,37.29
1996805,Product_B,11,34.4,129,216.15,3.74,10,1.2,37.84
1996814,Product_B,7,53.4,204,663.07,7.48,10,2.5,58.74
1996886,Product_B,1,42.8,161,789.86,11.22,10,3.7,47.08
1996888,Product_B,8,63.9,239,762.76,3.74,10,1.2,70.29
1997204,Product_B,12,34.2,142,440.16,4.16,10,1.4,37.62
1997278,Product_B,2,35.3,119,1076.89,11.22,10,3.7,38.83
1997284,Product_B,7,49.7,193,804.58,16.22,10,5.4,54.67
1997454,Product_B,2,46.2,346,695.28,7.48,10,2.5,50.82
1997482,Product_B,9,53.7,204,1972.78,7.48,10,2.5,59.07
1997532,Product_B,2,47.9,720,8695.35,34.1,10,11.4,52.69
1997735,Product_B,7,54.7,409,1676.92,7.48,10,2.5,60.17
1997779,Product_B,9,53.4,204,662,7.49,10,2.5,58.74
